domain,problem,heuristic,recursionLevel,searchTimeM,planLengthM,expandedStatesM,expandedStatesGlobalM,expandedStatesLocalM,searchMessagesM,heuristicRequestMessagesM,heuristicReplyMessagesM,totalMessagesM,globalSearchTimeM,localSearchTimeM,globalHeuristicTimeM,localHeuristicTimeM,otherHeuristicTimeM,domainShort,problemShort,ratioLE,ratioGE,ratioGL,ratioLG,heurTimePerStateL,heurTimePerStateG,heurTimePerStateGO,heurRatio,plotchar,color
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-0.pddl,PPsaFF-glcl,-1,   2918.0, 54.8,   8370.0,   264.8,   8104.9,   5577.1,   1007.4,   1007.8,   7592.3,   2.50,  113.8,   143.3,   2173.9,   19.9,blocksworld,blocksworld/probBLOCKS-10-0.pddl,0.97,0.031637,0.032672,   30.61, 0.268, 0.541, 0.616,  2.30, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-1.pddl,PPsaFF-glcl,-1,   5533.3, 83.4,  24960.8,   885.8,  24073.6,  17202.9,   3360.8,   3361.3,  23925.0,   4.40,  206.7,   241.2,   3950.6,   39.8,blocksworld,blocksworld/probBLOCKS-10-1.pddl,0.96,0.035488,0.036795,   27.18, 0.164, 0.272, 0.317,  1.93, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-10-2.pddl,PPsaFF-glcl,-1,  10938.3, 60.8,  65092.0,  2994.9,  62100.9,  41976.7,  10865.9,  10866.5,  63709.1,  10.90,  398.7,   547.4,   8062.7,   81.5,blocksworld,blocksworld/probBLOCKS-10-2.pddl,0.95,0.046010,0.048226,   20.74, 0.130, 0.183, 0.210,  1.62, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-0.pddl,PPsaFF-glcl,-1,   4626.1, 71.4,  16498.9,   463.4,  16034.4,  11896.2,   1802.1,   1802.0,  15500.3,   1.70,  156.1,   190.7,   3525.8,   29.0,blocksworld,blocksworld/probBLOCKS-11-0.pddl,0.97,0.028087,0.028900,   34.60, 0.220, 0.412, 0.474,  2.16, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-1.pddl,PPsaFF-glcl,-1,   7365.5, 78.2,  34503.0,  1075.3,  33426.8,  22788.1,   4050.8,   4051.2,  30890.1,   4.40,  241.3,   295.4,   5519.5,   53.9,blocksworld,blocksworld/probBLOCKS-11-1.pddl,0.97,0.031165,0.032169,   31.09, 0.165, 0.275, 0.325,  1.97, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-11-2.pddl,PPsaFF-glcl,-1,  19473.4, 91.2, 129979.3,  5215.0, 124769.5,  79181.8,  22409.0,  22409.7, 124000.5,  22.80,  619.6,   948.6,  15679.4,  158.6,blocksworld,blocksworld/probBLOCKS-11-2.pddl,0.96,0.040122,0.041797,   23.93, 0.126, 0.182, 0.212,  1.69, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-0.pddl,PPsaFF-glcl,-1,  21063.2,104.4, 107073.5,  7758.3,  99326.5,  69589.8,  26520.3,  26521.0, 122631.1,  34.80,  544.8,  1264.0,  14009.2,  118.4,blocksworld,blocksworld/probBLOCKS-12-0.pddl,0.93,0.072458,0.078109,   12.80, 0.141, 0.163, 0.178,  1.26, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-12-1.pddl,PPsaFF-glcl,-1,  40844.2,120.8, 215852.2, 13215.5, 202646.0, 142606.4,  50206.2,  50207.8, 243020.4,  54.90, 1065.9,  2096.4,  28273.5,  253.9,blocksworld,blocksworld/probBLOCKS-12-1.pddl,0.94,0.061225,0.065215,   15.33, 0.140, 0.159, 0.178,  1.27, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-0.pddl,PPsaFF-glcl,-1,  39152.9,116.4, 172950.4,  9786.1, 163175.6, 122528.3,  38659.4,  38659.7, 199847.4,  41.30,  933.1,  1956.2,  28655.9,  196.7,blocksworld,blocksworld/probBLOCKS-13-0.pddl,0.94,0.056583,0.059973,   16.67, 0.176, 0.200, 0.220,  1.25, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-13-1.pddl,PPsaFF-glcl,-1,  48415.5,130.2, 215032.4, 12105.1, 202939.0, 152413.3,  46123.5,  46124.5, 244661.3,  50.30, 1095.4,  2371.0,  35060.1,  236.8,blocksworld,blocksworld/probBLOCKS-13-1.pddl,0.94,0.056294,0.059649,   16.76, 0.173, 0.196, 0.215,  1.25, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-14-0.pddl,PPsaFF-glcl,-1,  16294.4, 98.8,  56704.0,  2475.2,  54231.3,  40915.2,  11360.3,  11361.2,  63636.7,  10.70,  347.5,   731.7,  12116.0,   70.3,blocksworld,blocksworld/probBLOCKS-14-0.pddl,0.96,0.043651,0.045642,   21.91, 0.223, 0.296, 0.324,  1.45, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-14-1.pddl,PPsaFF-glcl,-1,  53975.9,145.8, 193971.3,  6745.3, 187229.1, 141425.9,  41074.8,  41075.9, 223576.6,  29.20,  991.9,  2006.3,  40077.8,  215.4,blocksworld,blocksworld/probBLOCKS-14-1.pddl,0.97,0.034775,0.036027,   27.76, 0.214, 0.297, 0.329,  1.54, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-15-0.pddl,PPsaFF-glcl,-1, 232254.7,228.4, 699732.7, 20187.1, 679565.3, 536379.3,  94523.1,  94524.5, 725426.9, 124.40, 3747.2,  7643.6, 192372.3,  693.0,blocksworld,blocksworld/probBLOCKS-15-0.pddl,0.97,0.028850,0.029706,   33.66, 0.283, 0.379, 0.413,  1.46, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-15-1.pddl,PPsaFF-glcl,-1,  44100.8,195.0, 267165.6,  5458.5, 261706.7, 206715.2,  28691.7,  28692.4, 264099.3,  24.50, 1332.7,  2167.2,  69973.7,  259.7,blocksworld,blocksworld/probBLOCKS-15-1.pddl,0.98,0.020431,0.020857,   47.94, 0.267, 0.397, 0.445,  1.66, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-16-1.pddl,PPsaFF-glcl,-1, 338735.2,196.0, 908790.9, 30344.6, 878452.6, 683898.9, 122515.4, 122517.4, 928931.7, 200.80, 5176.8, 13724.4, 270469.6,  890.4,blocksworld,blocksworld/probBLOCKS-16-1.pddl,0.97,0.033390,0.034543,   28.95, 0.308, 0.452, 0.482,  1.56, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-16-2.pddl,PPsaFF-glcl,-1, 249659.3,224.7, 688852.4, 14354.9, 674492.9, 535004.4,  61149.7,  61151.9, 657306.0,  72.56, 3634.4,  6441.9, 214761.4,  652.3,blocksworld,blocksworld/probBLOCKS-16-2.pddl,0.98,0.020839,0.021283,   46.99, 0.318, 0.449, 0.494,  1.55, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-17-0.pddl,PPsaFF-glcl,-1,1824468.0,255.0,4392239.5, 98590.5,4293668.0,3556874.5, 429678.0, 429683.5,4416236.0, 766.00,38693.0, 62126.0,1819693.5, 5469.5,blocksworld,blocksworld/probBLOCKS-17-0.pddl,0.98,0.022447,0.022962,   43.55, 0.424, 0.630, 0.686,  1.62, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-4-0.pddl,PPsaFF-glcl,-1,    281.8,  6.6,    249.7,    17.2,    232.6,    141.9,     51.1,     49.1,    242.1,   0.50,   14.0,    56.4,    408.5,    1.9,blocksworld,blocksworld/probBLOCKS-4-0.pddl,0.93,0.068883,0.073947,   13.52, 1.756, 3.279, 3.390,  1.93, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-4-1.pddl,PPsaFF-glcl,-1,    245.6, 10.0,    253.2,    29.1,    224.2,    111.3,     82.0,     80.7,    274.0,   1.90,   12.8,    56.1,    347.2,    2.1,blocksworld,blocksworld/probBLOCKS-4-1.pddl,0.89,0.114929,0.129795,    7.70, 1.549, 1.928, 2.000,  1.29, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-4-2.pddl,PPsaFF-glcl,-1,    154.6,  7.0,    107.1,     8.1,     99.3,     58.1,     34.0,     31.4,    123.5,   0.80,    6.7,    38.0,    181.2,    1.1,blocksworld,blocksworld/probBLOCKS-4-2.pddl,0.93,0.075630,0.081571,   12.26, 1.825, 4.691, 4.827,  2.65, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-5-0.pddl,PPsaFF-glcl,-1,    966.2, 11.8,    780.8,    70.7,    710.4,    424.7,    223.7,    223.6,    872.0,   2.40,   40.1,   125.8,    733.3,    7.9,blocksworld,blocksworld/probBLOCKS-5-0.pddl,0.91,0.090548,0.099521,   10.05, 1.032, 1.779, 1.891,  1.83, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-5-1.pddl,PPsaFF-glcl,-1,   1088.8, 17.2,    981.4,   107.1,    875.4,    519.5,    308.8,    308.4,   1136.7,   2.90,   45.1,   107.9,    733.1,    8.0,blocksworld,blocksworld/probBLOCKS-5-1.pddl,0.89,0.109130,0.122344,    8.17, 0.837, 1.007, 1.082,  1.29, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-5-2.pddl,PPsaFF-glcl,-1,   1611.8, 26.2,   2301.4,   245.8,   2056.0,   1356.5,    745.3,    745.2,   2847.0,   5.80,   75.6,   120.3,    974.2,   14.6,blocksworld,blocksworld/probBLOCKS-5-2.pddl,0.89,0.106805,0.119553,    8.36, 0.474, 0.489, 0.549,  1.16, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-6-0.pddl,PPsaFF-glcl,-1,   1450.2, 27.6,   5592.8,   535.2,   5057.6,   3437.7,   1683.8,   1683.9,   6805.4,   7.10,  105.0,   120.8,    702.2,   18.1,blocksworld,blocksworld/probBLOCKS-6-0.pddl,0.90,0.095694,0.105821,    9.45, 0.139, 0.226, 0.260,  1.87, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-6-1.pddl,PPsaFF-glcl,-1,    380.5, 15.0,    532.8,    32.4,    500.6,    329.3,    116.8,    116.3,    562.4,   1.00,   25.8,    51.7,    271.5,    3.6,blocksworld,blocksworld/probBLOCKS-6-1.pddl,0.94,0.060811,0.064722,   15.45, 0.542, 1.596, 1.707,  3.15, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-6-2.pddl,PPsaFF-glcl,-1,   1686.7, 36.6,   6955.9,   762.9,   6193.2,   4037.8,   2355.8,   2356.3,   8749.9,   7.00,  115.6,   139.0,    766.9,   19.6,blocksworld,blocksworld/probBLOCKS-6-2.pddl,0.89,0.109677,0.123183,    8.12, 0.124, 0.182, 0.208,  1.68, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-7-0.pddl,PPsaFF-glcl,-1,   1142.2, 35.8,   3373.9,   202.8,   3171.8,   2049.2,    808.9,    808.7,   3666.8,   2.60,   65.7,    73.3,    635.0,   14.1,blocksworld,blocksworld/probBLOCKS-7-0.pddl,0.94,0.060108,0.063938,   15.64, 0.200, 0.361, 0.431,  2.15, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-7-1.pddl,PPsaFF-glcl,-1,   1438.1, 42.0,   4549.8,   295.3,   4255.9,   2676.5,   1122.2,   1122.3,   4921.0,   3.70,   86.7,    98.2,    816.7,   14.1,blocksworld,blocksworld/probBLOCKS-7-1.pddl,0.94,0.064904,0.069386,   14.41, 0.192, 0.333, 0.380,  1.98, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-7-2.pddl,PPsaFF-glcl,-1,   1299.4, 37.0,   4075.7,   292.9,   3785.8,   2341.8,   1069.3,   1069.5,   4480.6,   4.50,   82.9,    97.4,    682.7,   17.0,blocksworld,blocksworld/probBLOCKS-7-2.pddl,0.93,0.071865,0.077368,   12.93, 0.180, 0.333, 0.391,  2.17, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-8-0.pddl,PPsaFF-glcl,-1,   2951.6, 47.6,  10392.6,   505.7,   9885.6,   5905.4,   2734.2,   2734.4,  11374.0,   5.20,  177.3,   151.8,   1724.7,   28.4,blocksworld,blocksworld/probBLOCKS-8-0.pddl,0.95,0.048660,0.051155,   19.55, 0.174, 0.300, 0.356,  2.04, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-8-1.pddl,PPsaFF-glcl,-1,   2424.7, 40.0,   7086.1,   676.9,   6408.9,   4294.5,   2060.1,   2060.0,   8414.6,   9.70,  148.0,   173.7,   1313.3,   25.2,blocksworld,blocksworld/probBLOCKS-8-1.pddl,0.90,0.095525,0.105619,    9.47, 0.205, 0.257, 0.294,  1.43, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-8-2.pddl,PPsaFF-glcl,-1,   1118.3, 24.8,   1700.4,    98.3,   1602.0,   1069.2,    345.9,    345.6,   1760.7,   1.80,   50.7,    84.5,    910.8,    8.2,blocksworld,blocksworld/probBLOCKS-8-2.pddl,0.94,0.057810,0.061361,   16.30, 0.569, 0.860, 0.943,  1.66, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-9-0.pddl,PPsaFF-glcl,-1,   8518.3, 82.6,  47544.7,  3962.2,  43588.4,  30783.3,  15251.5,  15252.2,  61287.0,  18.40,  359.5,   523.6,   5007.5,   72.5,blocksworld,blocksworld/probBLOCKS-9-0.pddl,0.92,0.083336,0.090900,   11.00, 0.115, 0.132, 0.150,  1.31, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-9-1.pddl,PPsaFF-glcl,-1,   3904.4, 62.0,  16958.0,  1223.2,  15734.1,  11505.6,   5060.1,   5059.7,  21625.4,   8.60,  175.0,   246.7,   2510.6,   36.1,blocksworld,blocksworld/probBLOCKS-9-1.pddl,0.93,0.072131,0.077742,   12.86, 0.160, 0.202, 0.231,  1.45, 1.0,red2
benchmarks/blocksworld,benchmarks/blocksworld/probBLOCKS-9-2.pddl,PPsaFF-glcl,-1,   9605.2, 64.8,  54910.2,  4078.0,  50841.8,  35991.0,  17516.7,  17516.5,  71024.2,  15.30,  636.1,   533.1,   5761.5,   80.2,blocksworld,blocksworld/probBLOCKS-9-2.pddl,0.93,0.074267,0.080210,   12.47, 0.113, 0.131, 0.150,  1.33, 1.0,red2
benchmarks/depot,benchmarks/depot/pfile10.pddl,PPsaFF-glcl,-1,  58691.3, 99.6, 506065.0, 17508.1, 488582.7, 123872.3,  97565.1,  97562.9, 319000.3,  77.29, 2475.0,  5218.0,  85330.4,  846.0,depot,depot/pfile10.pddl,0.97,0.034597,0.035834,   27.91, 0.175, 0.298, 0.346,  1.98, 2.0,green2
benchmarks/depot,benchmarks/depot/pfile11.pddl,PPsaFF-glcl,-1, 938925.3,297.4,4892815.8, 44337.3,4848370.7,1284208.0,1050211.6,1050252.7,3384672.2, 314.33,31386.1, 52489.1,2939853.7, 5487.8,depot,depot/pfile11.pddl,0.99,0.009062,0.009145,  109.35, 0.606, 1.184, 1.308,  2.16, 2.0,green2
benchmarks/depot,benchmarks/depot/pfile13.pddl,PPsaFF-glcl,-1,    764.8, 33.7,   2067.6,    46.2,   2021.8,    571.8,    623.9,    617.4,   1813.1,   1.78,   44.2,   463.0,   1293.0,   29.9,depot,depot/pfile13.pddl,0.98,0.022345,0.022851,   43.76, 0.640,10.022,10.669, 16.68, 2.0,green2
benchmarks/depot,benchmarks/depot/pfile15.pddl,PPsaFF-glcl,-1,2959064.5,144.0,1812683.0,    65.0,1812564.0, 730029.5,   2196.5,   2197.5, 734423.5,   9.50,13618.0,  3192.0,4151067.0, 2103.5,depot,depot/pfile15.pddl,1.00,0.000036,0.000036,27885.60, 2.290,49.108,81.469, 35.57, 2.0,green2
benchmarks/depot,benchmarks/depot/pfile16.pddl,PPsaFF-glcl,-1,  35760.6, 62.4, 148913.1,   412.9, 148497.8,  46715.7,   5284.1,   5282.7,  57282.4,   2.56,  718.4,   869.1,  44826.6,  189.8,depot,depot/pfile16.pddl,1.00,0.002773,0.002781,  359.65, 0.302, 2.105, 2.565,  8.50, 2.0,green2
benchmarks/depot,benchmarks/depot/pfile17.pddl,PPsaFF-glcl,-1,1965227.7, 63.7,2002724.0,   150.3,2002509.0, 705959.7,   3002.0,   3000.7, 711962.3,   3.33,12061.3,  3070.0,2227954.0, 1969.0,depot,depot/pfile17.pddl,1.00,0.000075,0.000075,13323.41, 1.113,20.426,33.526, 30.13, 2.0,green2
benchmarks/depot,benchmarks/depot/pfile19.pddl,PPsaFF-glcl,-1,5978818.0,169.0,7542735.0, 36693.0,7506031.0,1214002.0, 684965.0, 684970.0,2583937.0, 316.00,57441.0, 60025.0,6244623.0,10770.0,depot,depot/pfile19.pddl,1.00,0.004865,0.004888,  204.56, 0.832, 1.636, 1.929,  2.32, 2.0,green2
benchmarks/depot,benchmarks/depot/pfile1.pddl,PPsaFF-glcl,-1,    359.2, 13.0,    149.3,    33.3,    115.8,     30.4,    153.0,    151.9,    335.3,   1.22,    8.1,   120.9,    179.9,   37.7,depot,depot/pfile1.pddl,0.78,0.223041,0.287565,    3.48, 1.554, 3.631, 4.763,  3.07, 2.0,green2
benchmarks/depot,benchmarks/depot/pfile2.pddl,PPsaFF-glcl,-1,    543.4, 24.7,    562.3,    46.9,    515.2,    165.2,    446.9,    446.8,   1058.9,   1.78,   20.3,   105.4,    313.0,   28.6,depot,depot/pfile2.pddl,0.92,0.083407,0.091033,   10.99, 0.608, 2.247, 2.857,  4.70, 2.0,green2
benchmarks/depot,benchmarks/depot/pfile3.pddl,PPsaFF-glcl,-1,   1481.5, 90.5,   4363.0,   132.4,   4231.2,   1350.2,   1477.4,   1477.6,   4305.2,   2.62,   69.8,   181.4,   1539.2,   46.8,depot,depot/pfile3.pddl,0.97,0.030346,0.031291,   31.96, 0.364, 1.370, 1.724,  4.74, 2.0,green2
benchmarks/depot,benchmarks/depot/pfile4.pddl,PPsaFF-glcl,-1,   4339.0,124.6,  17158.2,   574.8,  16582.4,   5615.8,   5708.0,   5708.2,  17032.0,   4.88,  135.5,   306.5,   3845.4,   46.4,depot,depot/pfile4.pddl,0.97,0.033500,0.034663,   28.85, 0.232, 0.533, 0.614,  2.65, 2.0,green2
benchmarks/depot,benchmarks/depot/pfile5.pddl,PPsaFF-glcl,-1,  29076.0,317.6, 114300.2,  3202.4, 111098.9,  36685.8,  47948.9,  47951.1, 132585.8,  14.38,  516.0,  1308.9,  27036.1,  167.0,depot,depot/pfile5.pddl,0.97,0.028017,0.028825,   34.69, 0.243, 0.409, 0.461,  1.89, 2.0,green2
benchmarks/depot,benchmarks/depot/pfile7.pddl,PPsaFF-glcl,-1,  13588.8, 55.8,  86274.4,  3642.2,  82631.4,  30137.2,  27390.4,  27388.4,  84916.0,  14.00,  443.9,   720.6,  10660.9,  124.0,depot,depot/pfile7.pddl,0.96,0.042216,0.044078,   22.69, 0.129, 0.198, 0.232,  1.80, 2.0,green2
benchmarks/depot,benchmarks/depot/pfile8.pddl,PPsaFF-glcl,-1,  63759.5,112.5, 190692.6,  4850.0, 185844.2,  78020.1,  45697.9,  45698.6, 169416.6,  22.00,  887.0,  2447.5,  55828.4,  188.0,depot,depot/pfile8.pddl,0.97,0.025434,0.026097,   38.32, 0.300, 0.505, 0.543,  1.81, 2.0,green2
benchmarks/depot,benchmarks/depot/pfile9.pddl,PPsaFF-glcl,-1, 844566.1,348.1,1568579.9, 21354.0,1547238.1, 627596.1, 326337.0, 326340.8,1280273.9, 150.62, 9513.1, 28960.2,1294914.4, 1592.4,depot,depot/pfile9.pddl,0.99,0.013614,0.013801,   72.46, 0.837, 1.356, 1.431,  1.71, 2.0,green2
benchmarks/driverlog,benchmarks/driverlog/pfile10.pddl,PPsaFF-glcl,-1,    640.1, 38.6,   2356.2,   922.2,   1434.3,   1332.0,   1821.2,   1821.1,   4974.3,  13.20,   18.1,   129.0,    244.1,    5.6,driverlog,driverlog/pfile10.pddl,0.61,0.391393,0.642962,    1.56, 0.170, 0.140, 0.146,  0.86, 3.0,blue2
